WKT,nama,deskripsi
"POLYGON ((106.85093 -6.2328585, 106.850694 -6.2332745, 106.8506725 -6.2337544, 106.8508442 -6.2343837, 106.8513592 -6.2348103, 106.8521853 -6.2352796, 106.8525179 -6.2356209, 106.8526788 -6.2361008, 106.852711 -6.2364101, 106.8521209 -6.2383405, 106.8517347 -6.239855, 106.8520673 -6.2406016, 106.8527325 -6.2420947, 106.8539448 -6.2420307, 106.8535049 -6.2415614, 106.8531831 -6.2410602, 106.8529792 -6.2405269, 106.8529256 -6.2399723, 106.8529792 -6.2393004, 106.8532045 -6.2386818, 106.8534728 -6.2377646, 106.853623 -6.236922, 106.8535908 -6.2363568, 106.8534728 -6.2355249, 106.8532904 -6.2347676, 106.8532689 -6.2346397, 106.8528612 -6.2347783, 106.852711 -6.2337651, 106.8525823 -6.2334345, 106.8522068 -6.2334558, 106.8515738 -6.2335305, 106.8513163 -6.2334665, 106.8513484 -6.2330078, 106.85093 -6.2328585))",Tebet Echo Park.,
