WKT,nama,deskripsi
"POLYGON ((106.8236247 -6.1715258, 106.8234316 -6.1716325, 106.8232599 -6.1717925, 106.8230561 -6.1797497, 106.8231205 -6.1799204, 106.8232707 -6.1801124, 106.823496 -6.1802511, 106.8237856 -6.180379, 106.830813 -6.1801657, 106.8310169 -6.1800911, 106.8310491 -6.1796964, 106.8309418 -6.1794404, 106.8304053 -6.1788751, 106.8304804 -6.1786191, 106.8305985 -6.1784697, 106.8298796 -6.1777231, 106.8299976 -6.1755684, 106.8300406 -6.1748431, 106.8300084 -6.1743631, 106.8298796 -6.1738511, 106.8297187 -6.1734031, 106.8292144 -6.1731365, 106.829075 -6.1729231, 106.8291071 -6.1727098, 106.8292681 -6.1718458, 106.829193 -6.1717285, 106.8289033 -6.1715471, 106.8236247 -6.1715258))",Taman Monas,
