WKT,nama,deskripsi
"GEOMETRYCOLLECTION (POLYGON (), POLYGON (), POLYGON ((106.9058542 -6.3083841, 106.9057423 -6.3020665, 106.9046524 -6.2982756, 106.896756 -6.2977638, 106.8935803 -6.2976784, 106.8894175 -6.2948205, 106.8887738 -6.2941806, 106.8820793 -6.2951916, 106.8836694 -6.299629, 106.8843812 -6.3023544, 106.8853575 -6.3033995, 106.8866128 -6.3042206, 106.887514 -6.3063854, 106.8898315 -6.3052657, 106.8945092 -6.3064174, 106.8968374 -6.3071959, 106.8988437 -6.3081663, 106.9002706 -6.3092966, 106.9015474 -6.3104057, 106.9022555 -6.3108322, 106.9058542 -6.3083841)))",Taman Mini Indonesia Indah,
